name_id,features
R_239,풍정사계 추(秋)은(는) 설기로 밑술한 법술을 발효 후 저온 숙성한 탁주로 옹기에서 100일 저온숙성해 만든 술로 완전발효되어 숙취가 없고 뒤끝이 깨끗하다. 특유의 꽃향이 있으며 쓴맛과 단맛 어느 하나에 치우치지 않아 조화롭고 진한 아이보리색을 띠며 막 익은 과실의 신선한 향이 있고 새콤달콤한 맛이 느껴진다.
R_240,별산막걸리은(는) 경기도 양주의 단단한 쌀을 사용하고 어느 누구도 시도하지 않은 특별한 발효균주를 이용하여 만든 프리미엄 막걸리다. 맛과 품질에서 우수함을 인정 받은 결과 대한민국주류대상  3회 수상 경력의 귀한 막걸리.다
R_241,영탁막걸리은(는) 차고 달아 술 빚기에 으뜸으로 꼽는 예천의 물로 빚은 막걸리이다. 특유의 묵직한 바디감이 느껴지는 일반 막걸리와 달리 부드러우면서도 깔끔한 목넘김이 일품이며 가볍게 안주 없이 즐기기에도 적당한 술이다.
R_242,연오랑탁주은(는) 무감미 막걸리인 연오랑 탁주는 드라이하고 깔끔한 맛을 가지고 있다. 12도의 막걸리로 탄탄한 바디감과 구수한 맛이 일품인 술이다.
R_243,동해동동주은(는) 쌀이 동동 뜬 옛 동동주의 모습을 연상시켜 아직까지 많은 애주가들에게 사랑을 받고 있는 술이다. 청량감과 단맛이 적절하게 어우러져 부드러운 맛과 시원함을 동시에 느낄 수 있다.
R_244,"세오녀탁주은(는) 탄산과 강한 단맛을 가진 일반 막걸리와는 달리, 무감미로 만들어져 어떤 해산물 안주와도 잘 어울리는 막걸리이다. 걸쭉한 느낌보다는 담담하게 입안으로 넘어가는 질감을 천천히 음미해볼 수 있는 쌀 와인에 가깝다."
R_245,구름을 벗삼아은(는) 문경주조의 구름을 벗삼아는 유기농 찹쌀과 전통누룩을 사용한 단 맛이 살짝 가미된 깔끔한 스타일의 탁주이다. 일반 쌀 막걸리와 달리 단 맛이 적고 도수가 낮아 반주로도 가볍게 즐기기 좋은 술이다.
R_246,"지평 이랑이랑은(는) 일반적인 막걸리와 차별화된 스파클링 막걸리로, 마셨을 때 시원한 탄산을 느낄 수 있어 더운 여름철에 즐기기 좋다. 젊은 층을 타깃으로 기획해 묵직하고 텁텁하기보다 가볍고 깔끔한 맛이 특징이다."
R_247,"씨(C) 막걸리 시그니처 큐베은(는) C막걸리의 시그니처 제품으로 항아리에 발효한 범벅 밑술을 사용하며, 노간주나무 열매의 유쾌한 산미가 특징이다. 고도수이지만 걸쭉하지 않은 깔끔한 질감으로 와인의 대체재로 마실 수 있는 막걸리이다."
R_248,"씨(C) 옐로막걸리은(는) 당도가 높지 않고, 드라이하지 않다."
R_249,씨(C) 그린막걸리은(는) 녹즙을 마시는듯한 케일의 건강한 맛과 개똥쑥의 강렬한 향의 조합이 특징이다.
R_250,담은은(는) 경기도 포천시 최고급 쌀을 주원료로 사용하였으며 전통누룩에서 뽑아낸 우수한 균주를 사용하였다. 합성인공감미료를 전혀 사용하지 않은 제품으로 미생물 조절 발효 방식으로 냉장보관을 하여 개봉 후 뚜껑을 다시 닫아 냉장보관하여도 술맛에 변화가 없다. 1932 포천일동막걸리의 프리미엄 막걸리 제품이다. 아무것도 섞이지 않은 하얀색을 보고 있자니 포근한 느낌이 든다. 백설기에서 느낄 수 있는 단향이 올라온다. 가벼운 질감에 다 먹고 난 옥수수대를 쪽 빨았을 때 느껴지는 단맛이 있다.
R_251,호랑이 생 막걸리은(는) 한국을 대표하는 최고급 품질의 술을 만들고자 하는 의지로 우리나라의 상징적 동물인 호랑이를 브랜드명으로 선저하였다. 호랑이생은 단 맛과 신 맛의 절묘한 밸런스감이 우수하며 풍미와 향미가 풍부하면서도 피니쉬가 깔끔한 숙성도에 따라 맛이 달라지는 생술이다.
R_252,이화백주 순탁주은(는) 국내산 햅쌀 100%와 전통누룩으로 빚어 15일간 저온에서 자연 발효했다. 첨가물을 넣지 않고 전통방식으로 빚어 부드러우면서도 풍미가 뛰어나다. 탄산의 경쾌함과 레몬 맛과 같은 시트러스 계열의 맛과 향이 느껴진다.
R_253,시향가은(는) 100% 크래프트 막걸리이다. 친환경 쌀을 바탕으로 곡성 토란을 담아 전통 방식 그대로 막걸리를 빚었다. 인공감미료를 넣지 않아 텁텁함이 느껴지지 않는다. 천연 탄산의 청량감과 시원함이 느껴지고 부드러운 목넘김과 깔끔한 맛을 가지고 있다.
R_254,"장홍삼 장수 막걸리은(는) 국내산 원재료만을 사용하여 홍삼 분말이 들어갔다. 인삼향과 막걸리 본연의 곡물향이 잘 어우러지며, 적당한 산미와 단맛, 청량감이 목넘김을 깔끔하게 해준다."
R_255,맑은내일 발효 막걸리은(는) 베이직 막걸리에서 쌀 함량을 늘리고 발효 기간을 10일 늘려서 산미를 강화한 것이 특징이다. 양조에 사용한 쌀은 멥쌀 절미를 사용했는데 이 때 절미는 깨진 쌀을 의미란다. 멥쌀을 사용해서 단 맛이 적고 산미가 강한 것이 맛의 특징이다.
R_256,"만강에 비친 달은(는) 100% 홍천 찹쌀과 미니 단호박, 전통누룩을 원료로 하여 빚은 이양주(두번 빚은 술) 만강에 비친 달은 10도의 알맞은 도수로 술을 잘 못하는 사람도 감탄을 절로 놓게 되는 술이다. 연한 아이보리 색과 은은하게 올라오는 호박의 단 향이 좋으며 단맛과 신맛의 균형이 잘 갖춰져 있다."
R_257,"역전주은(는) 역전회관에서 자체 기획 및 전통방식으로 소량 생산하는 private brand 로 100% 국내산 쌀과 찹쌀, 누룩, 물만으로 빚어 저온 발효와 숙성을 거쳐 쌀 본연의 은은한 단맛과 산미가 특징이다. 인공감미료나 첨가물을 넣지 않고 약 100일간의 자연발효과 저온숙성을 거치면서 계절의 온도와 쌀의 풍미가 오롯이 담긴 막걸리다. 알콜도수는 9도로 음식과 함께 즐기기에 좋고, 목넘김이 부드러운 것이 특징이다."
R_258,인생막걸리은(는) 5번의 담금 과정과 저온 발효 공법을 통해 막걸리의 풍미를 살렸다. 쌀과 밀의 적절한 비율로 만들어져 밀 특유의 상큼한 첫맛과 쌀의 단맛이 느껴진다. 자연 탄산 덕분에 뒷맛이 깔끔하다.
R_259,"볼빨간막걸리 7은(는) 부산에서 재배한 찹쌀로 만든 수제 막걸리다. 볼빨간 막걸리를 빚고 있는 벗드림의 김성욱 대표가 술을 마시면 볼이 빨개져서 볼빨간 막걸리라 이름 지었단다. 쌀과 누룩, 그리고 물만으로 빚은 술로 찹쌀의 깊은 풍미와 단맛 그리고 산미가 잘 조화 되었다. 전통누룩을 사용하는데 발효과정에서 만들어지는 시트러스향, 플로랄향이 싱그러운 술이다."
R_260,백년향은(는) 40일 동안 발효하고 60일 동안 저온숙성한 백일주 막걸리로 삼양주 방식으로 빚은 술이다. 탄산감이 거의 없고 기교 없이 담백한 맛을 가지며 인공감미료가 첨가되지 않아 원재료 그대로의 맛을 느낄 수 있다.
R_261,"도깨비술 11은(는) 단양 물과 의림지 쌀, 우리밀 누룩을 사용했으며 무감미료, 무첨가물로 만들었다. 묵직하고 깊지만 달콤한 맛이 나며 뒷맛은 고소함이 남는다. 질감이 걸쭉하여 목넘김이 부드럽다."
R_262,토끼구름은(는) 울산 햅쌀로 빚은 삼양주 막걸리로 합성 감미료를 첨가하지 않아 순하고 자연스러운 단맛을 느낄 수 있으며 목 넘김이 부드럽다. 새콤한 산미가 요구르트를 연상시키며 우유처럼 크리미한 질감이 특징이다.
R_263,아임프리은(는) 글루텐 프리 막걸리로 밀 누룩이나 효소제가 들어가지 않은 100% 쌀로만 빚은 무첨가 막걸리이다. 바나나의 단맛과 과실향이 진하게 느껴지며 누룩취가 나지 않는 깔끔함이 특징이다.
R_264,"다랭이팜 생막걸리은(는) 막걸리에 사용되는 원료를 모두 까다롭게 선택하며, 고급원료에 대한 자부심이 있다. 일체의 첨가물 없이 유기농 7분도 현미, 누룩, 암밤수 그리고 남해의 특산물을 넣어 전통 주조 방식을 사용해 항아리에서 익힌다. 단맛이 적지만 깔끔하고 드라이한 맛이 난다. 은은한 누룩의 향을 느낄 수 있으며 부드럽고 담백하다."
R_265,"손가네 태종대 개똥쑥생막걸리은(는) 저온 추출법으로 추출해 특유의 향을 최소로 줄인 개똥쑥액 10%와 막걸리와 섞어 본연의 맛과 향을 보존했다. 쑥향의 씁쓸한 향이 은은하게 나며, 맛이 풍부하면서 부드럽다. 깔끔하면서도 가벼운 목 넘김을 느낄 수 있다."
R_266,동백우리쌀생막걸리은(는) 기장 백운산 자락 지하수를 길어 술을 빚는다. 동백 양조장만의 방식으로 고두밥을 찔 때 밀가루와 쌀을 적절한 비율로 섞어 시골에서 뚝배기에 담아 먹던 옛 막걸리의 맛을 재현하려했다. 탄산의 상큼하면서도 부드럽고 단 맛을 느낄 수 있다.
R_267,"다랭이팜 유자 막걸리은(는) 유기농 7분도 현미를 전통항아리에서 발효시켜 빚은 생 막걸리에 유기농 유자원액을 넣어 만든 막걸리로, 합성감미료 없이도 유자의 싱그러운 향기가 난다. 마치 유자밭에 온 듯 착각하게 만드는 강한 유자향 때문에 단맛보다 산미가 강하게 느껴지며, 목 넘김이 깔끔하지만 가볍지 않은 바디감으로 반전 매력이 있다. 유자 특유의 씁쓸한 맛으로 음식과 조합이 좋다."
R_268,"황감찰은(는) 울산의 지역 햇찹쌀, 햅쌀과 전통방식 누룩을 사용해 깔끔한 맛이 특징이다. 막걸리가 가지고 있는 진한맛을 극대화 하기 위해 100일 이상 장기 숙성한다. 높은 감칠맛과 깔끔하게 떨어지는 맛이 특징이며 균형있고 깔끔한 맛을 자랑한다."
R_269,양지백주은(는) 한계령의 맑은 물과 설악산의 정기받은 청정한 양양의 쌀로 총 세번 빚어 만들었다. 삼양주법으로 빚어 맛이 깊고 진하며 일체의 첨가제 없이 누룩과 쌀로만 빚은 무첨가 순곡주이다.
R_270,우곡생주은(는) 일생을 전통주를 위해 헌신한 고 배상면 회장의 마지막 역작을 바탕으로 딸인 배혜정 대표가 아버지의 이념을 계승한 제품이다. 막걸리에 첨가물을 일절 사용하지 않아 인위적은 맛을 내지 않고 쌀 고유의 맛으로 빚은 막걸리이다. 일반 탁주와 달리 가수를 거의 하지않아 바디감이 휼륭하고 작은량의 생산만 되는 귀한 술이며 농후한 원주의 맛을 느낄 수 있다.
R_271,"기다림 16은(는) 효모가 향기를 생성하는 온도인 16도에서 100일간 저온 발효 시키는 술로써 저온 발효주의 부드러움과 와인과 흡사한 아로마와 부케를 즐길 수 있는 술이다. 특히 흑미는 안토시아닌이 풍부해서 건강하게 마실 수 있는 자연 그대로의 술이다. 기다림 16은 흑미가 들어가 독특한 색을 가지고 있으며, 색깔만큼이나 입 안의 느낌이 매우 부드럽다. 전체적으로 오미의 조화가 잘 갖춰져 있고 적절한 산미가 음식과의 조화를 잘 받쳐주는 술이다."
R_272,"기다림 25은(는) 술을 빚는데 큰 역할을 하는 효모가 좋아하는 온도 25도에서 100일간 발효시킨 술로써 술을 빚는 인간과 자연의 미생물의 조화로 만들어진다. 백미, 찹쌀, 곡자(밀누룩), 정제수 이외에 어떠한 인공첨가물이 추가되지 않고 빚어낸다. 술을 입에 넣으면 맛있는 산미가 입 전체를 채워 음식을 불러 들이는 맛이다. 여기에 고소한 곡물의 느낌이 함께 뒤섞여 오묘한 조화를 가지고 있다."
R_273,"기다림 34은(는) 공인 사케 소믈리에면서 와인 소믈리에인 조태영 대표가 34세에 처음 출시하고, 양조장의 지번이 34번지에 착안하여 이름 붙여진 프리미엄 막걸리이다. 우수한 자연재료와 뛰어난 양조기술을 바탕으로 동백꽃과 같이 우아한 향기를 내뿜는 명품 막걸리로써 쌀로 만들어진 술이라고 의심할 만큼의 부드러운 목 넘김과 긴 여운을 전해준다. 입안의 향미가 일품이다. 물을 많이 혼합하지 않아 도수(12%)가 높지만 약간의 단맛이 술을 독하지 않고 부드러운 촉감을 느끼게 해준다."
R_274,"까메오 막걸리은(는) 국내산 쌀을 원료로, 지장수의 미네랄이 풍부하게 함유되어 있는 것이 특징이다. 아스파탐을 넣지 않으며 무첨가제로 빚어 뒤끝 없이 깔끔해 세계인의 입맛을 사로잡은 낙천의 대표 프리미엄 막걸리다. 낙천의 막걸리는 쌀을 지장수에 발효시키고 있다. 황토땅을 판뒤에 물을 붓고 휘저어 인위적으로 채취하는 일반적인 지장수와는 다르게 약천골 지장수는 지질학적으로 5억 7천만년 전 지하145m의 황토암반층에서 자연적으로 생성된 지장수로, 암반층의 미네랄까지 함유하고 ph8.2인 것이 특징이다. 막걸리 원재료중에서도 가장 중요한 물맛은 약천골 지장수로 보장되는 셈이다."
R_275,"도깨비술 9은(는) 적당한 단맛과 부드러운 느낌, 그리고 혀 끝에 맴도는 배향이 이채로운 술이다. 도깨비양조장에서 만든 도깨비술은 7%, 9%, 11% 세 종류가 있다. 도수에 관계없이 도깨비술이 보여주는 분명한 특징이 있는데 바로 깔끔함이다. 마시고 나서 입안에 텁텁하게 남는 느낌이 전혀 없다. 도깨비술은 우리밀로 만든 누룩을 넣고 100% 멥쌀로만 만든다. 찹쌀을 섞으면 단맛을 내기 쉽지만 술이 끈적해지기 때문에 쓰지 않는다. 대신 쌀 투입량을 늘려 단맛을 낸다.."
R_276,"도깨비술 7은(는)  시원한 멜론향과 바닐라향이 이채로운 술이다. 도깨비양조장에서 만든 도깨비술은 7%, 9%, 11% 세 종류가 있다. 도수에 관계없이 도깨비술이 보여주는 분명한 특징이 있는데 바로 깔끔함이다. 마시고 나서 입안에 텁텁하게 남는 느낌이 전혀 없다. 도깨비술은 우리밀로 만든 누룩을 넣고 100% 멥쌀로만 만든다. 찹쌀을 섞으면 단맛을 내기 쉽지만 술이 끈적해지기 때문에 쓰지 않는다. 대신 쌀 투입량을 늘려 단맛을 낸다."
R_277,매실 막걸리은(는) 저온장기 발효방식의 매실 막걸리는 젊은 소비자의 입맛에 맞게 개발된 제품으로 부드러운 목넘김을 강조한 막걸리이다. 특히 새콤달콤한 맛의 광양에서 재배한 매실을 사용하였다. 매실은 혈압을 낮추고 스트레스 해소에 좋은 식품으로 알려져 있어 매실 막걸리는 웰빙 막걸리라고 말할 수 있다. 냉장 저장고에서 휴면발효공법으로 숙취와 잡냄새를 제거하였다. 아이보리 색의 막걸리로 과실 껍질에서 나는 향과 곡물의 고소한 향이 함께 올라온다. 청량한 맑은 단맛을 가지고 있다.
R_278,"방문주 탁주은(는) 이름 그대로 술 빚는 방법대로 빚은 술을 뜻한다. 방문주는 주로 봄, 가을철에 빚는 술로 알려져 있는데, 문헌 및 가전비법에 따라 재료의 처리방법이 다양하므로, 술 빚기에 있어 까다로운 면이 없지 않다. 그러나 맛과 향, 알코올 도수의 함량 등에서 단연 특별하다 싶을 정도로 뛰어난 맛과 향취를 자랑한다. 잔잔한 아이보리 컬러를 가진 방문주 탁주는 과실향과 곡물향, 그리고 잘 익은 누룩향을 골고루 갖춘 밸런스 좋은 맛을 가지고 있다. 역시 특유의 단맛은 배제되어 있으며, 생주 특유의 산미를 가지고 있다."
R_279,"바랑 탁은(는) 안동 바랑골에서 농사를 지은 쌀과 5대째 내려오고 있는 발효기법이 합쳐져 만들어진 술이다. 바랑은 승려들이 등에 지고 다니는 자루 모양의 주머니를 뜻한다. 지역명과 술을 담는다는 주머니를 중의적으로 이름에 담고 있다. 시흥 삼해주 5대 이수자인 서규리 대표가 운영하는 금계당에서 빚는 수제 막걸리로 생쌀 발효의 특징을 담아내듯 담백하고 100일 숙성된 술답게 맛의 균형감도 잘 잡혀 있다. 진한 아이보리 빛깔의 술로 잘 익은 술에서 오는 캐러멜 맛이 입 전체를 감싼다. 단맛이 주를 이루지만 적절한 산미가 술의 느끼함을 없애주고, 찹쌀의 진한 여운이 오래 남는 술이다."
R_280,미생 막걸리를 생산하고 있는 김포금쌀탁주는 좋은 쌀과 좋은 물로 유명한 김포에서 3대째 가업을 이어 80여년 동안 술을 빚고 있는 양조장이다. 미생 막걸리는 최상급 풀질로 인정 받고 있는 김포금쌀을 원료로 만든 제품이다. 인공적인 감미료 대신 술 맛을 살려줄 천연감미료를 첨가한 막걸리로 신맛이나 단맛 어느 쪽도 튀는 부분 없이 청량감과 함께 뒤이어 오는 쓴맛이 상당히 매력적인 막걸리이다. 입에 한 모금 머금으면 강한 탄산감이 입안을 감싸 청량감을 준다. 막걸리 입자가 느껴지지 않고 막걸리 특유의 향을 간직한 깔끔한 맛의 막걸리이다.
R_281,"문삼이공(moon320) 잣 주은(는)3(삼) 쌀, 누룩, 청정수 오직 세 가지 원료만 사용, 2(이) 두 번 빚은 술로 밑술에 덧술을 입혀 술을 빚음, 0(공) 일체의 첨가제가 없는 술이다. 30일 발효, 100일 이상 숙성하여 은은한 누룩향을 즐길 수 있다."
R_282,병영설성 동동주은(는) 병영면 수인산의 맑은 물과 유기농 햅쌀을 사용하여 전통과 현대의 제조기법이 결합하여 만들어진 정직한 제품이다. 술을 빚기 위해서는 누룩이 필요한데 병영양조장의 제품은 일본식 입국이 아니라 전통 누룩을 사용하여 술을 빚는다. 때문에 합성감미료가 첨가된 막걸리에 비해서는 세련된 맛이 덜하지만 묵직하고 예스러운 은근한 닷 맛이 일품이다.
R_283,병영설성 생막걸리은(는) 전라남도 친환경막걸리 공동브랜드로 강진지역에서 재배한 100% 유기농 쌀을 원로로 유산균 증식에 도움이 되는 올리고당을 자연 발효시켜 만든 제품이다. 병영설성 생막걸리는 병영면 수인산의 맑은 물과 유기농 햅쌀을 사용하여 전통과 현대의 제조기법이 결합하여 만들어진 정직한 막걸리다. 술을 빚기 위해서는 누룩이 필요한데 병영양조장의 제품은 일본식 입국이 아니라 전통 누룩을 사용하여 술을 빚습니다. 때문에 합성감미료가 첨가된 막걸리에 비해서는 세련된 맛이 덜하지만 묵직하고 예스러운 은근한 닷 맛이 일품이다.
R_284,"볼빨간막걸리 10은(는) 부산에서 재배한 찹쌀로 만든 수제 막걸리다. 볼빨간 막걸리를 빚고 있는 벗드림의 김성욱 대표가 술을 마시면 볼이 빨개져서 볼빨간 막걸리라 이름 지었다고 한다. 쌀과 누룩, 그리고 물만으로 빚은 술로 찹쌀의 깊은 풍미와 단맛 그리고 산미가 잘 조화 되었다. 전통누룩을 사용하는데 발효과정에서 만들어지는 시트러스향, 플로랄향이 싱그러운 술이다."
R_285,봉하쌀 생막걸리은(는) 경남 김해 봉하마을에서 재배한 친환경 유기농쌀을 사용하여 전남 담양의 양조장 죽향도가에서 제조한 지역화합의 의미를 담고 있는 막걸리다. 초기에는 생산량이 한정되어 봉하마을에서만 만날 수 있었으나 지금은 전국적으로 유통되고 있다. 봉하쌀 생막걸리는 봉하쌀로 빚은 연한 살색의 막걸리로 단맛보다는 은은한 산미가 매력적인 술이라 한 번 마시면 계속 마시게 된다. 첫 맛은 곡물이 두번째는 산뜻함이 세번째는 텁텁함이 술의 흐름을 만들어 준다.
R_286,"산막 생유 막걸리은(는) 다양한 전통주 제품을 선보이고 있는 신탄진주조에서 생산하는 막걸리다. 양조장을 설립할 당시 생산하던 산막 막걸리를 2011년에 제품명을 바꾼 제품으로 지금까지 신탄진주조를 존재하게 한 대표 제품이라고 할 수 있다. 전국 각지마다 지역을 대표하는 막걸리가 있는데, 대전을 대표하는 막걸리로는 단연 산막 생유 막걸리라고 부를 수 있다. 아이보리 색을 가지고 있으며 곡물향과 상큼한 향이 섞여 올라온다. 입에 넣으면 탄산이 입 전체를 자극시키고 그 뒤로 상큼한 맛이 느껴진다. 단맛이 적고 신맛이 술 전체를 이끌어가지만 술 맛의 균형이 잘 갖춰져 있다."
R_287,산정호수 동정춘막걸리은(는) 향긋한 열대 과일 향과 기분 좋은 단맛이 입안을 감도는 감미로운 막걸리다. 2018년 대한민국 우리술품평회 탁주부문에서 대상을 수상하며 맛과 품질을 인정 받았다. 제조사 술 빚는 전가네에서는 순수한 자연재료만을 사용하여 명성산에서 흘러내린 산정호수의 맑은 물과 기운을 제품에 담아내고 있다. 포천의 맑은 물로 빚어지는 술로 마치 꿀을 먹는 것처럼 달콤하다. 조선시대 고문헌에 등장하는 동정춘은 쌀과 물의 비율에서 쌀 양이 물에 비해 극단적으로 많기 때문에 단맛이 매우 강하게 닌다.
R_288,"삼선은(는) 쌀과 누룩만으로 빚어낸 이양주 막걸리다. 인공감미료을 첨가하지 않고 국내산 쌀과 전통누룩, 그리고 강원도 홍천의 청정한 물만으로 만들어졌다. 강원도 홍천 삼선대의 좋은 기운과 울창한 숲으로 둘러싸인 천혜의 자연환경, 그리고 두루양조장에서 고문헌의 제조기법이 합쳐져 빚어진 술이 삼선이다. 연한 아이보리 색을 가진 생막걸리로 멥쌀을 이용해 단맛과 걸쭉함 없이 아주 깔끔하게 마실 수 있는 술이다. 고소한 곡물의 향이 좋고 입 안 가득 산뜻한 산미가 채워준다."
R_289,"생 청주 막걸리은(는) 국내산 쌀과 함께 소맥분을 사용하여 진한 맛을 느낄 수 있으며 알싸한 탄산의 맛까지 있어 청주의 대표 막걸리로 자리매김 하고 있는 생 청주 막걸리다. 걸쭉하면서도 담백함이 채 가시기 전 넘어오는 막걸리 특유의 알싸한 맛에 기분까지 산뜻하게 만드는 조은술의 대표작이자 첫 출시 작품, 소맥분 특유의 목 넘김도 놓치면 안 된다."
R_290,"석탄주 탁주은(는) 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 석탄향에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. 석탄주 탁주는 기록으로만 전해오던 가양주를 복원한 값진 술아다. 옅은 아이보리 컬러의 이 탁주는 부드러운 과실향을 간직하고 있다. 전체적으로 매끄러운 맛이 리딩을 하며 마지막에 상큼한 신맛이 다시 한번 입맛을 다시게 해준다."
R_291,선운산의 아침 복분자 막걸리은(는) 명작 복분자로 국내외에서 우수한 품질을 인정 받은 국순당고창명주에서 국내산 1등급 복분자와 국내산 쌀로 빚은 살균 막걸리다. 복분자의 깊은 맛과 우리 전통 막걸리의 맛이 조화롭게 어우러진 제품이다.
R_292,"설성 만월 막걸리은(는) 유기농 쌀만을 사용하여 대한민국 식품명인 61호인 김견식 명인의 손끝에서 빚어지는 막걸리다. 호리병처럼 우아하게 떨어지는 병에 담긴 술은 목 넘김이 부드럽고 깔끔한 맛이 일품이다. 전국적으로 유기농쌀로 빚은 막걸리는 여러 가지 있긴 하지만, 유기가공 식품 인증을 받은 막걸리는 설성 만월 막걸리가 최초다. 최고 품질의 막걸리를 빚고 있다는 병영주조의 자존심을 그대로 보여주고 있다."
R_293,설하담은(는) 부산쌀 100%로 인공첨가물이 들어가지 않은 순수한 막걸리 설하담은 부산에 위치한 설하담 브루어리에서 생산하고 있는 알코올 도수 8%의 프리미엄 생막걸리다. 젊은 여성층을 타켓으로 깔끔하고 달콤한 맛이 특징이며 탄산을 함유하여 스파클링한 느낌이 경쾌하다. 싱그러운 맛을 위해 오랜 시간 침전물을 걸러내고 부산쌀의 100% 사용하고 함유량도 34%로 높인 스페셜한 막걸리다.
R_294,성포 생막걸리은(는) 친환경 인증을 받은 미나리를 활용해 만든 산뜻한 맛의 막걸리다. 대구 팔공산 일대 100여개 농가에서 생산한 미나리를 수매하여 사용한다. 누룩 반죽할 때 5년 숙성한 미나리 발효원액을 첨가해서 만드는데 발효원액은 산성인 막걸리를 중화시켜 숙취를 줄이는 역할을 한다. 첫맛부터 끝맛까지 산뜻하고 가벼운 느낌이라 청량감을 만끽할 수 있는 막걸리다. 진한 아이보리색깔에 오일장 뻥튀기집에서 나오는 고소한 향이 매력적인 술이다.
R_295,"세종대왕어주 탁주은(는) 국내산 찹쌀과 멥쌀, 전통누룩을 사용하여 세계3대 광천수로 유명한 초정리의 암반수로 빚은 술이다. 저온에서 오랜시간 숙성하여 산뜻한 단맛과 은은한 배꽃, 풋사과 향이 난다. 세종대왕의 어의가 쓴 산가요록 주방문에서 황금주 제법을 현대에 구현했다. 탁주의 깨끗한 산미와 담백한 단맛을 느낄 수 있는 술로 은은한 과일 향이 일품인 프리미엄 막걸리다. 진한 아이보리 빛깔을 갖고 있으며 잘 익은 견과류와 신선한 과일맛이 동시에 느껴진다. 옅은 단맛에 신선한 산미가 입 전체를 시원하게 만든다."
R_296,"소양강 생 막걸리은(는) 100% 국내산 쌀을 이용하며 춘천의 깨끗한 자연환경 아래서 빚어내는 막걸리다. 일반적으로 기간이나 온도를 조절해 막걸리를 숙성하는 경우가 많지만, 소양강 생 막걸리 특유의 묵직한 맛을 위해 저온발효 공법으로 만들어 긴 숙성시간을 가지고 있다. 4계절을 가지고 있는 우리나라의 특성상 시기마다 원재료의 맛이 달라 봄, 여름, 가을, 겨울의 사계절마다 다른 맛이 나는 것이 특징이다."
R_297,"아이싱 자몽은(는) 기분까지 리프레싱 시켜주는 맛있는 술이다. 하얀 쌀과 유산균 자연발효를 통해 부드러운 맛과 상큼함을 살려 뽀얗고 산뜻한 술로, 자몽의 상큼한 신맛과 톡톡 튀는 탄산의 청량감이 특징이다. 자연발효로 빚어 내 몸을 상쾌하게 해주는 식이섬유가 함유되어 있다. 또한, 술자리의 상황과 자신의 주량에 맞게 병과 캔, 두 가지 선택이 가능하다. 붉은 진주빛을 가지고 있으며 잘 익은 검은 과실향이 올라온다. 술을 입에 넣으면 단맛이 가장 먼저 올라오고 그 다음 산미가 뒤따라 옵니다. 목넘김은 가볍고 깔끔하다."
R_298,얼떨결에은(는) 영월지역에서 생산되는 햅쌀과 국내산 원료를 이용하여 술을빚는 강원도 영월의 지역특산주다. 얼떨결에 스파클링은 자연탄산이 많이 녹아있어 청량하다.
R_299,"연천 아주은(는) 경기도 최북단 DMZ의 민통선에 위치한 연천양조장에서 연천 고래실논에서 재배되는 연천쌀과 누룩으로 빚은 쌀막걸리 연천아주는 어머니와 할머니가 옛날방식으로 빚은 나의 술이라는 이름을 지었다. 연천 아주는 알코올도수 8%의 달지 않고 신맛과 쌉싸름한 쓴맛이 잘 어우러져 있다. 굵직한 아이보리 컬러가 전형적인 좋은 막걸리의 색을 가지고 있다. 코끝에 대면 향은 적게 올라오는데, 옅은 사과향과 잘 익은 단감의 향이 스치듯 지나간다. 입에 머금은 순간 잘 익은 레몬이 주는듯한 산미가 살아있으며, 경쾌함과 산뜻함도 그대로 느껴지며 마지막에는 살짝 쌀 특유의 단맛도 살아있다."
R_300,"영일만친구 막걸리은(는) 경북 포항을 대표하는 우리쌀로 빚은 막걸리다. 영일만친구 막걸리는 포항시청에서 브랜드를 만들고, 포항공대에서 연구개발하고, 동해명주에서 생산한 제품으로 관청과 학계, 그리고 산업이 협력하여 스타 브랜드를 만든 대표적인 성공사례이기도 하다. 100% 포항쌀로 빚고 식유섬유가 풍부한 우뭇가사리가 첨가된 제품이다."
R_301,"오곡 진상주은(는) 대강양조장에서 생산하고 있는 오곡 진상주는 이름처럼 쌀, 밀, 옥수수, 보리, 조 의 다섯 가지의 곡류로 만들어 마시는 이의 건강을 생각하였으며, 담백하고 고소한 맛이 일품인 막걸리다. 청와대에 납품될 정도로 그 완성도 또한 뛰어나 어떤 안주에 곁들여도 손색이 없는 막걸리라는 평가를 받는다.여러 가지 곡물 볶은 향과 알코올 발효취가 올라오며 단맛보다 산미가 강하다."
