product_id,food,maker,address,name_id,similar_name
PR00000111,"족발, 보쌈, 매운 음식과 잘 어울린다.",배혜정도가,경기도 화성시 정남면 서봉로 835,R_251,
PR00000110,"갈비찜, 해물파전, 보쌈, 족발과 잘 어울린다.",이화백주,경상남도 양산시 상북면 상삼리 389,R_252,
PR00000109,"카프레제, 김치전과 잘 어울린다.",농업회사법인 시향가(주),전남 곡성군 곡성음 낙동원로 20,R_253,
PR00000108,"한식, 전, 삼겹살",서울장수(주),충청북도 진천군 광혜원면 죽현리 277,R_254,
PR00000107,"해물파전, 두부김치 또는 떡볶이, 김치전처럼 매콤한 음식과 잘 어울린다.",우포의 아침 주식회사,경상남도 창녕군 대지면 대지농공단지길 40,R_255,
PR00000106,진한 부드러움이 목을 스치고 지나간다. 찌개류와 잘 어울린다.,예술주조,강원도 춘천시 신동면 풍류1길 6-3,R_256,
PR00000105,"양념된 육류, 숯불구이 갈비, 불고기 등 향이 다소 강한 한국 음식과의 페어링이 좋다.",역전양조장 (역전회관),서울시 마포구 토정로 37길 47,R_257,
PR00000104,"파전, 새우전과 페어링하기 좋다.",서울장수(주),충청북도 진천군 광혜원면 죽현리 277,R_258,
PR00000103,단맛을 좋아하지 않는 사람들에게는 볼빨개지면서 한 없이 마실 수 있는 술로 오징어 무침과 잘 어울린다.,벗드림양조장,부산광역시 북구 만덕동 921-13번지 2층,R_259,
PR00000102,"조개찜, 전복구이와 잘 어울린다.",추연당,경기도 여주군 가남읍 금당리 531-2,R_260,
PR00000101,"닭강정, 통돼지보쌈와 잘 어울린다.",농업회사법인 (주)도깨비양조장,충북 단양군 가곡면 사평3길 5,R_261,
PR00000100,"모듬전, 골뱅이 소면과 잘 어울린다.",운곡도가,울산광역시 중구 다운동 구루미6길 6,R_262,
PR00000099,"매운 쭈꾸미볶음, 곱창볶음와 어울린다.",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,R_263,
PR00000098,"된장쌈밥, 멍게비빔밥과 잘 어울린다.",농업회사법인 주식회사 다랭이팜,경남 남해군 남면 남면로 679번길 27-5,R_264,
PR00000097,"땡초어묵, 대패삼겹살과 잘 어울린다.",태종대양조,부산광역시 영도구 동삼동 태종로793번길 5,R_265,
PR00000096,"고갈비, 편육와 어울린다.",(주)동백양조,부산광역시 기장군 정관읍 정관로 266,R_266,
PR00000095,"아구포, 유자해물화덕피자와 페어링하여 즐기기 좋다.",농업회사법인 주식회사 다랭이팜,경남 남해군 남면 남면로 679번길 27-5,R_267,
PR00000094,오징어 무침과 잘 어울린다.,운곡도가,울산광역시 중구 다운동 구루미6길 6,R_268,
PR00000093,"닭볶음탕, 고추장 찌개, 콩나물 무침과 잘 어울린다.",양지술곳간,강원도 양양군 강현면 안골로 221-7,R_269,
PR00000092,"닭볶음탕, 족발, 삼겹살, 회 등 다양한 안주와 어울린다.",배혜정도가,경기도 화성시 정남면 서봉로 835,R_270,
PR00000091,흰 막걸리와는 다른 재미를 느낄 수 있다. 동래파전과 함께 마시면 매우 좋다.,제이케이크래프트,부산광역시 동래구 사직북로48번길 34,R_271,
PR00000090,술을 마시고 난 후에 매우 깔끔하게 마무리가 되어 상쾌한 느낌으로 매운 잡채와 잘 어울린다.,제이케이크래프트,부산광역시 동래구 사직북로48번길 34,R_272,
PR00000089,마시고 난 뒤에 올라오는 산미가 기름진 음식들과의 궁합을 잘 만들어 주어 어느 하나 흠이 없는 술이다.,제이케이크래프트,부산광역시 동래구 사직북로48번길 34,R_273,
PR00000088,미세하게 올라오는 캐러멜 향기에 산미가 적고 당도가 높고 초콜릿 맛이 나는 것이 특징이다. 다양한 야채와 과실이 혼합된 샐러드와 함께 마시면 좋다.,낙천,강원도 동해시 공단2로 73,R_274,
PR00000085,"단양에서 만들어지는 만큼 마늘 정식 등과 즐기면 좋으며, 쏘가리 매운탕, 메기 매운탕 등의 민물고기 요리와 곤드레 밥 등의 나물 요리도 좋은 매칭을 보인다.",도깨비양조장,충북 단양군 가곡면 사평3길 5,R_275,
PR00000084,"단양에서 만들어지는 만큼 마늘 정식 등과 즐기면 좋으며, 쏘가리 매운탕, 메기 매운탕 등의 민물고기 요리와 곤드레 밥 등의 나물 요리에도 좋은 매칭을 보인다.",도깨비양조장,충북 단양군 가곡면 사평3길 5,R_276,
PR00000082,매실을 이용했지만 산미는 적어 더덕구이 등이 잘 어울린다.,백운주가,전라남도 광양시 옥룡면 신재로 946-18,R_277,
PR00000081,"식중주로도 좋은 역할을 할 듯하며, 잡채, 육전 등 기름진 요리와 잘 어울린다.",케이소주,전북 전주시 완산구 중산중앙로27. 3층,R_278,
PR00000080,다른 막걸리에 비해 도수(15%)가 높아 음식먹을 때 약주잔에 한 잔에 불고기가 생각나는 술이다.,금계당,"경북 안동시 일직면 돌고개길 9, 1층",R_279,
PR00000079,"일반 쌀 막걸리에 비해 단맛이 적은 드라이한 맛이다. 개운한 맛의 칼칼함이 특징. 덕분에 다양한 음식과 식중주로 잘 어울리는 막걸리이다. 단맛이 적어 달콤하고 매운 음식과 잘 어울릴 수 있다. 닭도리탕, 감자탕 등이 추천 메뉴다.",김포금쌀탁주 영농조합법인,경기도 김포시 하성면 하성로 622,R_280,
PR00000078,"달짝지근하면서 향기로운 잣향은 제육볶음, 떡볶이 등의 음식은 감칠나게 해주고 매콤한 음식을 중화해준다.",마마스팜,마마스팜,R_281,
PR00000077,"묵은 김치 볶음, 담치국, 두부김치와 잘 어울린다.",병영양조장,전남 강진군 병영로 하멜로 407,R_282,
PR00000076,새우 간장 절임이나 남도 한정식과 잘 어울린다.,병영양조장,전남 강진군 병영로 하멜로 407,R_283,
PR00000075,진한 살색을 갖고 있는 술로 볼빨간막걸리7도에 비해 물 희석량이 적고 도수가 높고 전체적인 맛 또한 진한 산미가 매력적이다. 술을 마시고 난 후에 아주 고소한 곡물의 느낌이 혀에 남아 긴 여운을 준다. 야채와 함께 곁들인 양지수육무침과 잘 어울린다.,농업회사법인 (주)벗드림,"부산광역시 북구 덕천로247번길 3, 2층",R_284,
PR00000074,술을 마시고 난 후에 여운이 길고 깨끗해 홍어무침과 잘 어울린다.,농업회사법인 (주)봉하마을,경상남도 김해시 진영읍 봉하로 122-15,R_285,
PR00000073,술을 마시고 난 후에는 고소한 맛이 혀에 남아 술이 너무 가볍게 느끼지 않도록 한다. 닭갈비 등 양념된 고기와 잘 어울린다.,농업회사법인 신탄진주조(주),대전시 대덕구 신탄진로 738번길 128,R_286,
PR00000072,입 안에도 감도는 꿀같은 단맛이 매력적인 술로 떡 등과 함께 마시면 좋다.,(주)농업회사법인 술 빚는 전가네,경기도 포천시 영북면 산정호수로 322길 28,R_287,
PR00000071,술이 가벼워 목 넘김이 깔끔하고 입 안에서 빨리 사라집니다. 녹두전과 잘 맞는다.,농업회사법인 두루(주),강원도 홍천 내촌면 용포길 31-25,R_288,
PR00000070,쌀 막걸리의 가벼움과 밀가루 막걸리의 묵직함이 어울어진 술로 산미는 적지만 단맛이 두드러지고 탄산에 의한 청량감이 강한 막걸리다. 더덕구이랑 잘 어울린다.,조은술 세종,충북 청주시 청원구 사천로 18길 5-2,R_289,
PR00000069,"과실향이 좋아 식중주보다는 식전주로 어울리며, 술의 향을 방해하지 않는 가벼운 샐러드 등이 잘 어울린다.",케이소주,전북 전주시 완산구 중산중앙로27. 3층,R_290,
PR00000068,은은하게 올라오는 익은 베리향이 일품이며 단맛과 신맛의 조화가 잘 어울어져 있다. 적절한 산미가 입 전체를 깔끔하게 만들어주고 술을 마시고 난 후에 혀에 남는 잔맛이 없어 전체적으로 가겹게 느껴진다. 양념을 강하게 하지 않은 생선찜과 잘 어울린다.,국순당고창명주㈜,전북 고창군 심원면 선운대로 2197,R_291,
PR00000067,"고소한 곡물 볶는 향이 있고 단맛과 신맛의 균형이 잘 갖춰져 있으며, 술이 가볍지 않고 묵직한 목넘김이 특징이다. 약간의 떫은맛도 가지고 있다. 새우 간장 절임과 잘 어울린다.",병영주조장,전남 강진군 병영면 하멜로 407(성남리 140-3),R_292,
PR00000066,"감미료가 들어가 있지만 인위적이지 않으며, 술을 마시고 난 후에 잔여 향기가 입 안에 오래 남는데 그 느낌이 매우 매력적이다. 양념된 돼지고기와 잘 어울린다.",리큐랩주식회사,부산광역시 영도구 남항새싹길 186,R_293,
PR00000065,전체적으로 단맛과 신맛의 조화가 잘 갖춰져 있으며 마시고 난 후에 술의 산미가 입 전체를 산뜻하게 만들어 미나리전이나 무침과도 잘 어울린다.,성포양조장,경남 거제시 사등면 지석3길3,R_294,
PR00000064,"술을 마시고 난 후에 혀에 남는 미세한 곡물의 느낌이 음식을 당기게 하며 일반 막걸리에 비해 도수(13%)가 높기 때문에 작은 잔에 식사와 함께 먹기 좋다. 또한, 매운 갈비찜과 잘 어울린다.",장희도가,충북 청주 청원구 내수읍 미원초정로 1275,R_295,
PR00000063,밀가루와 팽화미를 이용해 고소한 맛과 텁텁함이 있다. 단맛이 적고 산미가 도드라지며 목넘김이 깔끔하며 마시고 난 뒤 쓴맛의 여운이 길다. 황태구이와 잘 어울린다.,"소양강도가(구, 천정양조장)",강원도 춘천시 신북읍 율문길 65-5,R_296,
PR00000062,술을 마시고 난 후에 미세하게 남는 쓴맛과 알코올맛을 느낄 수 있다. 케익 등 디저트 음식과 잘 어울린다.,국순당,강원도 횡성군 둔내면 현천리 120,R_297,
PR00000061,"탕류, 치킨과 잘 어울린다.",동강주조,강원도 영월군 영월읍 덕포하리 5길 33,R_298,
PR00000060,"지역이 연천인 만큼 임진강에서 잡히는 민물고기 매운탕과 함께 즐긴다면, 매운탕 특유의 매운맛을 연천 아주가 잘 잡아준다.",농업회사법인 연천양조㈜,경기도 연천군 마산면 청정로 1738번길 15,R_299,
PR00000059,영일만 친구는 우뭇가사리를 넣은 술이다. 우뭇가사리의 풍부한 식이섬유를 함께 마시는 즐거움이 있다. 역시 우뭇가사리 무침과 잘 어울린다.,동해명주,경북 포항시 남구 동해면 일월리 51-1,R_300,
PR00000058,고소한 맛이 특징으로 백설기와 잘 어울린다.,대강양조장,충북 단양군 대강면 대강로 60,R_301,
PR00000057,같은 양조장에서 나오는 오산막걸리와는 완전히 다른 느낌으로 견과류와 잘 어울린다.,농업회사법인 오산양조(주),경기도 오산시 시장길 63,R_302,
PR00000056,"인공탄산, 인공 감밀가 들어가지 않아 우리나라의 다양한 음식들과 잘 어울린다.",가야양조장,경남 김해시 한림면 한림로 46번길 79-1,R_303,
PR00000055,"산뜻한 오미자 특유의 산미 향이 코를 자극시키며, 오미자의 특징인 오미의 조화가 잘 갖춰진 색이 아름다운 막걸리다. 소고기 구이와 잘 어울린다.",문경주조,경상북도 문경시 동로면 노은리 192번지,R_304,
PR00000054,술을 마시고 난 후에도 개운하고 아주 약하게 남는 곡물의 느낌이 음식과의 조화를 잘 갖추게 해준다. 고기류 보다는 홍어나 오징어 등 무침류와 잘 어울린다.,농업회사법인 오산양조㈜,경기도 오산시 시장길 63,R_305,
PR00000053,술을 마시고 난 후에도 매우 개운하다. 산미와 신선함이 자칫 술 맛을 가볍게 만들 수 있는데 쌀과 밀을 함께 이용해 적절한 무게감을 갖게 만들어 거제 멸치양념무침과 어울린다.,성포양조장,경남 거제시 사등면 지석3길3,R_306,
PR00000052,알콜올 도수가 14%로 일반 막걸리의 2배가 넘는 만큼 한여름에는 얼음을 넣어 온더록스로 한잔해도 충분히 제 역할을 하는 제품입니다.,농업회사법인 연천양조㈜,경기도 연천군 마산면 청정로 1738번길 15,R_307,
PR00000050,적절한 산미가 음식맛을 도드라져 갈비찜과 어울린다.,이동주조,경기도 포천시 이동면 화동로 2466,R_308,
PR00001060,"안주로는 궁중요리,생성회,까나페,각종 해산물 요리와 찰떡 궁합처럼 잘 어울립니다. 담백한 식빵 안주도 추천드립니다.",영농조합법인 보령전통주,충청남도 보령시 성주면 지게골길 47,C_001,
PR00001057,해산물과 더욱 어울립니다.,대밭고을,경상남도 사천시 곤양면 후전길 16,C_002,
PR00001042,"식전에 입가심을 하기에 좋고, 한식과 잘 어울리는 막걸리 탁주다.",농업회사법인주식회사지시울,강원도 춘천시 서면 박사로 741-5,C_003,R_221
PR00001023,한산 소곡주는 빛깔은 청주와 같으며 부드러우면서 감칠맛이 나는 소곡주 특유의 향이 어우러져 담백한 안주와 함께 하신다면 한산소곡주의 풍미를 더욱 느낄 수 있습니다.,한산소곡주,충남 서천군 한산면 충절로 1118,C_004,
PR00001007,한식과 궁합이 좋으며 숯불에 구은 갈비와 궁합이 좋다.,농업회사법인(주) 두레박,충남 서천군 한산면 충절로 1154,C_005,C_063
PR00000985,"한식 정찬, 구절판, 신선로, 너비아니 구이 등 한식과 잘 어울리고, 단맛을 받쳐주는 짭조름한 살라미나 크림치즈와도 잘 어울린다.",농업회사법인 주식회사 지시울,강원도 춘천시 서면 박사로 741-5,C_006,
PR00000970,"갈비찜, 고추잡채 등과 문경만의 약돌한우, 송이버섯 구이 등을 추천한다.",문경호산춘,경북 문경시 산북면 운달로7,C_007,
PR00000966,"숙성 치즈, 폴리 피자, 수육, 어복쟁반 등",제이앤제이브루어리유한회사,경기도 용인시 처인구 양지면 남평로 114,C_008,
PR00000953,"회나 쌈밥, 나물 등 담백한 음식 또는 각종 육류, 매콤한 볶음요리와도 잘 어울린다.",석이원주조,대전광역시 동구 흥룡로 71번길 27,C_009,
PR00000947,해산물 요리와 잘 어울리며 특히 아귀찜과 잘 어울립니다.,한산소곡주,충남 서천군 한산면 충절로 1118,C_010,
PR00000945,"생선회, 홍어회, 해조류 등과도 잘 어울리지만 삼계탕, 양념된 고기류, 나물류와도 궁합이 좋다.",고금주조장,전남 완도군 고금면 고금로 552,C_011,
PR00000933,"파전, 회, 치즈와 어울린다.",한산소곡주,충남 서천군 한산면 충절로 1118,C_012,
PR00000930,해산물과 생선요리와 잘 어울린다.,명주도가,충청남도 보령시 주교면 고인돌길 55,C_013,
PR00000922,"담백한 생선회나 배추전과 함께하면 좋다. 또한, 맑은 탕이나 국 종류 보다는 진하게 졸이고 구운 육류에 곁들이기 좋다.",농업회사법인 신탄진주조㈜,대전시 대덕구 신탄진로 738번길 128(신탄진동),C_014,
PR00000913,차례주로도 좋은 술이라 명절 음식과도 잘 어울리고 김치가 들어간 모든 한식과도 잘 어우러진다.,주식회사 초가,강원도 철원군 김화읍 외골길 33-12,C_015,
PR00000898,약간 따뜻하게 또는 차게 드셔도 좋으며 모든 음식에 조화를 이루고 생선회나 해산물과 같이 즐기면 입안에서 도는 향미가 더 개운하게 느껴진다.,내국양조,충청남도 논산시 연무읍 마봉로 361,C_016,
PR00000892,입맛을 돋우는 산미도 맛있게 올라오기 때문에 기름진 방어나 신선한 석화와 같이 겨울철 해산물과도 잘 어울립니다.,복순도가,울산광역시 울주군 상북면 향산리 439,C_017,
PR00000891,"한국의 포트와인이라는 별명답게 달콤 쌉싸름한 디저트에도 잘 어울리며, 취향에 따라 매콤한 주꾸미볶음과 페어링 해도 좋다.",양온소 온,강원 횡성군 갑천면 청정로매일2길 31 1층,C_018,
PR00000881,"매콤한 음식, 그릴 고기나 생선와 페어링하기 좋다.",농업회사법인송도향 유한회사,"인천시 남동구 호구포로 50, 엘아이센터 8층 819-1호",C_019,
PR00000874,"미나리를 넣은 부대찌개, 미나리전 등도 좋고, 육류, 해산물이나 기름지고 강한 맛을 가진 음식과 궁합이 좋다.",조은술세종,충북 청주시 청원구 사천로18번길 5-2,C_020,
PR00000867,"호박죽, 호두말이 곶감 등 단 음식이나 양념 맛이 세지 않은 육류, 생선류와 잘 어울린다.",제이앤제이브루어리,경기 용인시 처인구 양지면 남평로 114,C_021,
PR00000850,"단맛이 적어 식사 시간 내내 음식과 함께 즐기기 좋다. 특히 진한 양념의 갈비찜, 신선한 육회나 고소하고 짭짤한 곶감 치즈말이와 잘 어울린다.",내올담 양조장,경기 성남시 중원구 갈마치로 314,C_022,
PR00000840,"오일파스타, 프링글스, 치즈나 살라미, 편육 등과 잘 어울립니다.",메들리 주식회사,"경기도 김포시 태장로 741, 361호(장기동)",C_023,
PR00000826,"가볍게는 견과류, 디저트류와도 잘 어울리고, 알리오올리오, 연어 샐러드 등에 곁들이는 것을 추천한다.",농업회사법인 맑은내일 주식회사,경상남도 창원시 성산구 삼귀로 411-8  맑은내일,C_024,
PR00000809,"카프레제 샐러드, 카나페, 감바스 알 아히요, 디저트",삼양춘,"인천광역시 남동구 호구포로 50, 8층 819-1호 (엘아이지식산업센터)",C_025,
PR00000784,육회 궁합이 좋으며 한식과 잘 어울린다.,배상면주가,경기도 포천시 화현면 화현리 512,C_026,
PR00000759,상큼한 샐러드나 신선한 연어회,술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,C_027,S_067
PR00000735,"오징어초무침, 고등어김치찜, 연어포케",(유)친구들의술지란지교,전라북도 순창군 순창읍 순창7길 5-1,C_028,
PR00000734,"닭갈비, 사천 탕수육",배다리도가,경기도 고양시 덕양구 화신로 168 (행신동) 햇빛마을 21단지,C_029,
PR00000733,"족발, 한치회, 도미찜",노금주가,강원도 철원군 동송읍 금학로 31-72 동송농공단지,C_030,
PR00000732,"목이 모르파세, 삼색전",농암종택 전통주,경상북도 안동시 도산면 가송길 162-176,C_031,
PR00000731,"닭 백숙, 들깨 수제비",삼양춘,"인천광역시 남동구 호구포로 50, 8층 819-1호",C_032,
PR00000730,"장어, 돼지갈비찜, 통닭",술아원,경기 여주 점봉길 93-12,C_033,
PR00000729,"양념불고기, 양념치킨",백제명가주조,충청남도 서천군 한산면 충절로 1133,C_034,
PR00000728,"불고기 쌈밥, 보쌈",백제명가주조,충청남도 서천군 한산면 충절로 1133,C_035,
PR00000727,"생선회, 과메기, 크림파스타",녹동양조장,전라남도 고흥군 도양읍 목넘가는길 52-5,C_036,
PR00000704,"한치, 새우와 같은 해산물 / 알리오올리오 파스타 / 파마산치즈, 체다치즈",우포의아침,경상남도 창녕군 대지면 대지농공단지길 40,C_037,
PR00000703,"전채요리, 타파스, 맑은 국물요리, 한식",미송주가,경북 경산시 진량읍 대학로 967-4,C_038,
PR00000679,"묵직하지만 결코 부담스럽지 않는 맛. 진한 곡물의 향이 있지만, 단맛과, 신맛 등 맛의 조화가 잘 이뤄졌습니다. 알코올 도수가 18도나 되지만, 실질적으로는 고급술이 주는 부드러움도 가지고 있습니다. 묵직한 곡물의 맛이 느껴지고 목 넘김이 좋아 홀짝홀짝 마시게 됩니다. 조개탕이나 꼬막무침과 마시기 좋습니다.",이가수불,충남 아산시 도고면 기곡로 77번길 30-7,C_039,
PR00000678,"당도 높은 배 맛이 그대로 생각나는 맛. 과육 없는 배과즙을 먹는 듯 한 느낌도 있지만, 끝에서 느껴지는 약주 특유의 쌀 향도 느껴집니다. 담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있습니다.",남도탁주,전남 나주시 노안면 노안로379,C_040,
PR00000677,"당도 높은 배 맛이 그대로 생각나는 맛. 과육없는 배과즙을 먹는 듯 한 느낌도 있지만, 끝에서 느껴지는 약주 특유의 쌀 향도 느껴집니다. 담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있습니다.",남도탁주,전남 나주시 노안면 노안로379,C_041,
PR00000676,"약주 특유의 담황색을 가지고 있지만 한약 향 등은 전혀 느껴지지 않는 맑은술입니다. 옥수수에서 나오는 듯 한 고소함이 있으며, 입속에 머금는 순간 적절한 부드러움이 느껴집니다. 단맛, 신맛 등의 조화가 잘 이뤄져 있어서 부담되지 않는 맛과 향을 가지고 있습니다. 집안에서 홈술로 즐기기 좋은 술이며, 김치찌개, 된장찌개 등 일상의 음식과 즐기기 좋습니다.",농업회사법인 우포의아침(주),"(1공장) 경남 창녕군 대지면 대지농공단지길 40, (2공장) 경남 창원시 의창군 북면 천주로 1173번길29",C_042,
PR00000357,훈제오리야채볶음 훈제오리야채볶음의 버섯과 야채향이 어우러진 담백한 맛이 부드럽고 은은한 연잎향의 약주와 잘 어울린다.,신평양조장,충남 당진시 신평면 신평로 813,C_043,
PR00000354,"야채샐러드 양배추, 방울토마토, 적채 등의 채소에 소스를 섞어서 먹는데 소스는 두부, 견과류, 올리브유, 식초 등으로 맛을 낸다. 상큼하고 달달한 과실향이나는 연미주와 조화를 이뤄 자극 없이 술 마시기에 좋다.",입장주조㈜,충남 천안시 서북구 입장면 성진로 808,C_044,
PR00000353,"도토리묵 무침, 두부요리 도토리는 피로회복 및 숙취에 효과가 있고 소화기능을 촉진시키며 입맛을 돋우어준다. 약리효과, 해독작용, 노폐물분해, 피부미용에 좋은 지장수로 만든 대덕주에 새콤매콤한 도토리묵무침과 두부요리로 건강까지 생각해보자.",신탄진주조,대전 대덕구 신탄진로 738번길,C_045,
PR00000351,"고사리나물 고사리나물은 잘 삶아서 깨끗이 씻어 찬물에 하루 동안 불려 팬에 기름을 넉넉히 둘러 볶고, 간장으로 간을 한다. 고사리나물의 부드러운 식감과 구수함은 금산인삼주의 은은한 향과 풍미를 살려준다.",금산인삼주,충남 금산군 금성면 파초길 23,C_046,
PR00000350,"갈비 소고기나 돼지고기를 양념한 갈비와 함께 먹으면 몸에 좋은 약재의 효능과 함께 영양도 챙길 수 있고, 술의 다양한 맛과 향이 갈비의 이취도 없애주어 좋다.",민속주왕주,충남 논산시 원댕이길 2-65,C_047,
PR00000349,"콩나물잡채 잡채에는 당면을 넣어서 하는 경우가 대부분인데, 당면대신 콩나물을 넣으면 고소하면서도 아삭하게 씹는 맛이 있는데다 간을 건강하게 해주는 효과가 있다. 건강을 생각해 만든 약주에 곁들이면 좋다.",배상면주가,경기도 포천시 화현면 화현리 512,C_048,
PR00000348,"생선전 생선전에는 주로 흰살생선을 사용하는데, 붉은살생선에 비해 지방질의 함량이 낮아 담백한 맛을 보인다. 산삼가득주의 알싸한 맛이 생선전의 담백한 맛과 잘 어울린다.",대농바이오우리산삼,경기도 광주시 퇴촌면 천진암로 684,C_049,
PR00000347,"완자전, 생선전 황진이주의 부드럽고 상큼한 맛과 다채로운 과일향이 완자전과 생선전의 느끼함과 비린 맛을 잡아주어 좋다.",농업회사법인(유)술소리,전라북도 남원시 노암동 843-1,C_050,
PR00000346,닭갈비구이 닭갈비양념으로 텁텁해진 입안을 대통주에 첨가된 매실의 새콤달콤함이 개운하게 해주면서 대통주의 아련한 깊은 술맛을 잘 느낄 수 있다.,추성고을,전남 담양군 용면 추령로 29,C_051,
PR00000345,"구절판 구절판은 색이 화려하면서도 갖가지재료를 사용한 음식으로 영양도 골고루 갖춘 우리나라 전통음식이며, 해남진양주의 달콤하고 부드러운 술맛을 한층 더 높여주는 음식이다.",해남진양주,전남 해남군 계곡면 덕정리 123,C_052,
PR00000344,육회 육회는 신선한 살코기를 사용하여 고기의 풍미를 즐길 수 있다. 부드럽고 감칠맛 나는 노미의 뒷맛이 육회의 맛을 한층더 살려준다.,내촌주조,경기 포천시 내촌면 포천로 5-7,C_053,
PR00000342,"숭어회, 회무침, 매운탕 동의보감에 “숭어는 성이 평하고 맛은 달며 독이 없다. 사람의 장를 열어먹은 것을 통하게 하고 오장을 이롭게 할 뿐만아니라 살도 찌개하는 건강식품 구실도 한다. 이 물고기는 진흙을 먹는 까닭에 백가지 약이 기피할 것이 없다”고 되어있다. 숭어는 김포지역이 유명하며 찬바람이 불기 시작하는 11월부터 이듬해 2월까지가 식감이 가장 좋다.",김포양조,경기도 김포시 월곶면 김포대로 2763,C_054,
PR00000341,"해산물요리, 과일샐러드 신선한 각종 해산물요리는 자희향국화주의 향과 아주 잘 어울려져 해산물만의 쫄깃하고 깔끔한 맛을 더욱 돋구어주며 상큼한 과일샐러드와 디저트로 곁들여도 좋다.",자희자양,전남 함평군 신광면 신해로 92,C_055,
PR00000339,더덕구이  더덕은 특유의 향긋한 맛도 좋지만 피를 맑게 하는 효능도 있다. 매콤하고 달콤한 양념을 발라구운 더덕구이에 톡 쏘는 듯 부드러운 강하주가 뒷맛을 개운하게 한다.,보성강하주,전남 보성군 회천면 장목길 43,C_056,
PR00000338,"미나리전미나리는 살짝데쳐무쳐먹거나,쌈으로많이먹는데,미나리전은쫄깃한맛에은은한미나리향을입안가득느낄수있으며,소곡주의부드러운맛이그대로전해져소곡주를편안하게즐길수있다.",한산소곡주,충남 서천군 한산면 충절로 1118,C_057,
PR00000337,"갈치조림, 흑돼지주물럭 오메기술은 느낌이 걸쭉하면서도 부드러워 안주 없이도 마실 수 있지만 제주특산물과 함께 즐기면 더욱 좋다. 제주산 갈치조림과 흑돼지주물럭의 매콤한 맛과 특히 잘 어울린다.",술다끄는집,제주 서귀포시 표선면 성욱리 883,C_058,
PR00000336,"부드러운 나물안주 나물은 담백하여 맛이 강하지 않고 순하고 부드러워, 하향주의 은은하고 기품 있는 연꽃향을 느낄 수 있어서 함께 하면 좋다.",하향주가,대구 달성군 유가읍 유가사길 27,C_059,
PR00000335,돼지갈비구이 솔송주의 부드러운 맛과 함께 느낄 수 있는 솔향이 은은하게 풍기며 돼지갈비구이의 누린내를 없애주고 입안을 시원하게 해준다.,솔송주,경남 함양군 지곡면 지곡창촌길3,C_060,
PR00000333,"북어포뿌리, 사연지, 쇠고기 육포 교동 최씨 고택에 전해지는 쇠고기육포, 북어포푸리, 사연지 등 우리전통안주와 함께 마시면 한결 운치가 있다. 사연지는 싸서 넣은 김치라는 뜻으로 큰 새우속살 등을 배춧잎으로 싼 것으로 담백하고 시원하며 북어포푸리는 북어포를 참기름에 버무린 것으로 교동법주와 궁합이 맞는 안주로 꼽힌다.",교동법주,경북 경주시 교촌안길 19-21,C_061,
PR00000332,"생선전, 회, 초밥 등",중원당,충북 충주시 가금면 창동리 243,C_062,
PR00000331,한식과 궁합이 좋으며 숯불에 구은 갈비와 궁합이 좋다.,㈜사리원,대전광역시 서구 둔산로31번길 77 사리원,C_063,
PR00000330,"불고기,잡채",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,C_064,
PR00000329,양념된 고기류,청양둔송구기주,충청남도 청양군 운곡면 광암리 819-1,C_065,
PR00000328,"고추 잡채, 갈비찜, 성게알 요리, 방어회, 참치회 등 해산물류와 좋다.",제주고소리술익는집,제주도 서귀포시 표선면 중산간동로 4726,C_066,
PR00000327,두부전골,예술주조,강원도 춘천시 신동면 풍류1길 6-3,C_067,
PR00000326,"불고기,잡채",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,C_068,C_064
PR00000325,수박향이 나며 첫맛은 맑고 경쾌하다. 단맛과 신맛의 균형이 잘 갖춰져 있으며 고소한 뒷맛을 가지고 있다. 어묵요리와 잘 어울린다.,신평양조장,충남 당진시 신평면 신평로 813,C_069,
PR00000324,"풍부한 과실향, 찹쌀 특유의 진득함과 단맛, 그리고 생약주 특유의 새콤함의 조화가 이뤄진 술이다. 청명주가 나오는 충주 탄금대는 남한강 나루터가 있는 곳으로 예로부터 민물 매운탕이 유명했던 곳이다. 따라서 쏘가리, 메기, 잡어 등 진득한 국물의 민물고기 매운탕이 잘 어울린다. 진득하고 새콤한 맛으로 수육 및 보쌈 등 비교적 담백한 고기류하고의 매칭도 좋다.",중원당,충북 충주시 가금면 창동리 243,C_070,
PR00000323,"칠리새우, 닭강정, 겨울의 방어회, 흑돼지 삼겹살 등 기름진 음식과 잘 어울린다.",제주샘주,제주 제주시 애월읍 애언로 283,C_071,
PR00000322,옅은 호박 색깔의 술로 신선한 무화가 향이 올라오는 것이 특징이다. 술 맛은 산뜻한 산미가 중심을 이루고 있어 술이 묵직하지 않고 가볍게 느껴진다. 목넘김은 깔끔하고 먹고 난 후에도 산뜻함이 남아있어 양념된 음식보다는 버섯을 살짝 구어 함께 마시는 것이 좋다.,내국양조,충남 논산시 연무읍 마종로 361,C_072,
